Date,State,District,Mine_Name,Latitude,Longitude,CO2_ppm,CH4_ppm,PM2_5,PM10,SO2_ppm,NOx_ppm,Temperature_C,Humidity_%,Wind_Speed_m/s,Rainfall_mm,Mine_Depth_m,Coal_Output_ton/day,Operation_Shift_Hours,Energy_Consumed_MWh,Emission_Index,Carbon_Offset_Trees,CH4_to_Ethanol_Liters,CO2_to_Biogas_Liters,Anomaly_Score,Forecast_Emission,Carbon_Credits_Potential_INR,Reforestation_Area_ha,Health_Risk_Index
2019-11-27,Odisha,Angul,Bhubaneswari,20.94,85.19,437.00651253514815,1.73897846490391,64.92400395918206,63.97949636829426,18.156614191093162,37.05833066294713,34.03005567942964,64.26711642709533,2.4380893399492103,2.3554573557284995,55,5338,20,4258.108367189005,11.72589759230367,3,232.65111809029884,42573.1639638782,0,12.000829391629923,705.373145485516,2.032295148026264,34.5575579625675
2023-01-22,Odisha,Jharsuguda,Lakhanpur,21.85,83.87,431.07729319151747,2.140261248859897,58.11865224431325,104.88377236368147,12.810825941721681,31.101574689151835,36.90799114049999,62.6420845932816,2.271608402052714,1.0228287965262544,140,5074,16,4214.427770400747,18.91325926849957,10,303.0923714764987,48502.389350048856,0,19.535581991093288,1413.6850148216556,1.01331938825653,35.653566825156624
2019-03-29,Odisha,Sundargarh,Basundhara,21.93,83.73,435.2409029670998,2.021394551853385,47.86940370729257,112.99166666900797,28.33023195722263,37.84256645196173,33.059788264898586,62.45338905664405,3.3050100404176685,5.857583284452646,55,14509,20,7874.679705853123,30.199022150924677,5,777.1598034661881,142425.6884367178,0,31.399382821610505,2232.272329175206,2.030225508816769,44.63828997851715
2022-10-28,Chhattisgarh,Korba,Gevra,22.331,82.614,392.2591659077299,1.99644290119098,30.461559089462636,140.15557306275122,22.802976017907575,28.895202093163526,21.694015654967714,69.14405919310862,2.8812521220514014,10.787525588480989,200,12041,20,7218.381621228884,18.26298130184442,11,687.7017073235511,79421.11690760394,0,17.7528895634234,1252.0374069896827,1.0272901100553429,32.54901151855129
2022-01-28,Chhattisgarh,Korba,Kusmunda,22.25,82.52,401.91318957895413,1.718201079895201,62.31933192670814,147.74075943862607,6.154373115917886,7.704449535675373,20.93880568222402,59.332113071848426,3.408044702335854,3.711217382999936,140,16578,16,11427.358419509988,11.917894035701023,1,854.4602421267313,137756.9212056535,0,12.794955742867609,744.8834461709428,0.4214419983077653,34.78533933038174
2021-05-21,Chhattisgarh,Korba,Dipka,22.418,82.721,451.8795099243432,1.9660612914138909,30.846421254662168,151.0304783289354,14.82511743634211,29.98267772179326,29.508549162288762,63.665192047322066,3.1603877216607215,12.468181916216537,80,16120,20,13133.454540203611,21.119378249908845,8,757.4334622223585,142617.83980133984,0,21.063617967407826,1481.9642468510017,1.2020365503605894,38.528204656847144
2023-08-15,Chhattisgarh,Raigarh,Jampali,21.977,83.352,419.06686740508684,1.8515424018941493,18.45794421957021,178.88231681215498,9.000668807282725,20.14124173052051,15.457894061162971,60.741806378497294,2.366693579546909,4.781945334298922,55,10766,20,6568.9585222471915,8.982778892307929,11,729.3803689840889,93244.61290551236,0,9.253513914308616,655.766315039588,1.546219205364868,13.554274738925024
2019-05-11,Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,439.0179320573189,1.8939521230511618,75.08625336731012,83.09576943827733,8.851934668203315,27.43793750952677,15.817075461341055,54.92342672114231,2.369111596374156,4.905511426472583,140,6915,16,4322.1783175691935,11.770350089919994,17,376.0153143572401,49497.024306526466,0,12.532160256571473,784.1112709910208,1.325905455862815,35.797971953059665
2023-08-13,Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,452.4538256934184,1.8740377123029826,52.54647140847334,168.58083794020868,10.544948769806357,29.404624464836562,40.21885497101509,72.97713463489599,2.799453148779368,3.4821718021355736,140,10186,20,5470.339549911352,5.641970746968195,11,553.8175447116942,109911.74982730128,0,6.015746674653226,324.9556951866049,2.447532369059259,30.755613200737503
2022-08-25,Jharkhand,Dhanbad,Jharia,23.77,86.42,430.51712362824605,1.9348057841083373,37.43268676298662,63.44473899751358,17.085171516483808,26.42570341379033,40.51194598826499,47.579517101091085,3.0377087345630938,3.9355313023147493,200,19609,20,15619.899521663781,6.558753630307951,9,1162.1208369110448,178939.75109187694,0,6.620019038353124,427.1033914762171,0.8340070574154947,27.48492395040763
2021-02-08,Jharkhand,Dhanbad,Bhowra,23.75,86.43,378.87479983916256,2.1071182260330605,47.43491011674381,210.14074776222884,8.014148607214226,25.977190652408698,18.2407795377716,53.26664630483885,2.44452302664719,3.0011073030027275,200,15074,20,13716.385554782959,28.975053995121215,11,808.8494035858378,126434.96512557036,0,31.596326354975407,1901.9572595193722,2.2772876506011097,44.09276583859729
2019-12-10,Jharkhand,Bokaro,Kargali,23.82,85.92,408.4710828836462,2.0916328909600477,53.61636971131713,58.502576982436764,18.80094777551441,27.51543208432469,15.810265755714317,57.1799037107522,2.6279002791094808,2.2613616677837003,200,16035,24,10326.912037806658,22.45865451695832,5,773.5284700791434,156458.9806732377,0,24.064193851839175,1428.0391192474362,2.1616923428526142,42.22852759414432
2023-02-24,Jharkhand,Bokaro,Kathara,23.91,85.92,393.2020249721819,1.9922793134941317,70.44111768811311,95.09141571442662,22.10668453992029,38.92745289518207,39.646129825004316,64.96816064490758,3.011174189864209,8.725399322659488,200,11495,24,6472.495487151315,12.352512696413461,18,722.1429418623727,96308.76975037079,0,13.324876193710852,737.9413808527918,0.0,44.19479727483908
2022-12-08,Jharkhand,Ramgarh,Rajrappa,23.68,85.54,455.74975921096706,2.146536628553988,13.798373366790791,146.12490791360136,12.766232878140514,26.828325705180998,22.902796693211293,83.72578189857086,3.328043273931803,1.8327322752865047,140,5528,20,3161.330323284158,14.889345087847609,19,402.93783921054387,54692.96636822204,0,14.84432706959468,1005.2374605404091,1.3434411750824788,24.616068647100917
2021-03-16,Odisha,Angul,Talcher,20.95,85.23,423.71192678688385,2.0506180737247495,38.66878874933894,60.41997202728221,13.259935615723338,29.090474430326537,23.410185963769894,57.93575381686331,1.9423757306098124,7.781583736205107,140,6640,20,4658.912645181417,17.792601303981858,18,491.6355228374069,55905.44582537128,0,18.94369228152098,1102.465174162767,1.7521959412566837,17.163007116459376
2020-01-21,Odisha,Angul,Bhubaneswari,20.94,85.19,410.9619035696317,1.582364100119108,60.12375313012911,128.24623839194905,10.631101851403859,16.708612090241814,37.65105558690047,59.263148811158786,2.0628932378355973,10.350185483577679,55,8306,24,6451.20123950268,7.500025763969987,14,494.72834988792357,65165.97835260397,0,7.535603104203089,482.0510010481792,2.6724611074917686,28.577015539836605
2022-04-30,Odisha,Jharsuguda,Lakhanpur,21.85,83.87,432.22531138830846,2.0903914983264653,53.101438699162046,77.44466285227458,20.95858977171063,31.13679175024869,29.3914155524166,63.282602446616565,3.77758364097994,1.8638008983899228,80,8722,24,7115.986405949627,17.968082191970684,2,678.890318683189,88053.13292435586,0,18.15594416766582,1070.88474065674,0.0,51.76076976955312
2021-08-13,Odisha,Sundargarh,Basundhara,21.93,83.73,442.4597108576522,2.107668604171884,31.347194356241808,118.25033998453075,27.83691790847729,13.855823262224353,31.1936715815712,81.94684496983342,3.276160159830568,9.964926764560747,55,11872,24,10543.086600711978,23.54610151180773,4,800.0894261640517,121533.14420316108,0,25.083051363625014,1558.3709612635942,1.2876916807161805,38.82961089476058
2019-10-04,Chhattisgarh,Korba,Gevra,22.331,82.614,457.6819649274939,2.1211088769170927,23.802707573058676,134.03114975918723,25.750845806789,7.814464653132962,26.68639053992659,76.1100107556866,2.5192755801486535,6.791641014316394,200,10091,16,7743.238523601585,18.278238635570666,7,600.0312366016403,84952.0550117051,0,19.507518486398713,1089.056004032591,1.516550806293294,19.10411272146812
2022-03-30,Chhattisgarh,Korba,Kusmunda,22.25,82.52,411.4381112515045,1.874415327942972,28.7811718421477,129.25818027086996,16.265788816597457,34.2501857972176,32.5692505760156,68.18585068480111,2.3697221662017895,2.9420679989187875,200,7428,20,3960.7591784058395,8.91434283745182,21,478.0501538986337,60949.56497458,0,8.85652163009577,634.3870672462001,1.4503630491345458,11.261035977565017
2020-04-04,Chhattisgarh,Korba,Dipka,22.418,82.721,429.76063387663214,1.8128463184309365,20.390465811048994,195.6737782030465,20.183526445905724,36.03038978762463,33.47477893655661,44.946442426364825,2.3196643550352136,3.1135883472963615,80,10930,24,6678.5480587510665,24.5669230963296,7,447.9954312948253,76391.23750563104,0,25.424114101190003,1675.7920214466478,1.6007991579959697,27.348258684733985
2022-08-30,Chhattisgarh,Raigarh,Jampali,21.977,83.352,418.7447431808965,2.0975425760107487,21.299904201147125,215.48998724315877,13.255044755199085,22.048101669689355,34.790259515646596,49.4180063034169,3.1034756881387335,8.696544177905155,55,10010,20,7637.4286111090305,20.420628594901846,20,633.6997008628053,92203.0331111876,0,21.73945802542704,1406.1071603386433,0.5705511389108503,8.675591479009713
2019-01-22,Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,423.56115198985236,1.599301728516124,38.7781127849171,131.66179731255428,12.34616740366924,24.58406951896309,20.988334404653525,71.24586607162227,1.8555756430143624,-2.529285539376107,200,9943,24,7061.640641404646,13.31427796207577,11,599.7796105093491,95721.87227185135,0,12.97710117300791,925.1398228194668,1.85064296381468,32.29216653747992
2019-09-10,Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,381.5393274294964,1.7712089218474838,15.980213750477866,186.4644777153723,18.272190325930325,27.851250343140176,17.845648426530342,70.67392125632554,3.5705780944942713,6.028783156683399,140,10855,16,9457.476673379828,26.436679019101035,17,429.9099043221922,78175.84684049195,0,28.593595391612293,1589.3013661796144,1.2284482785617534,17.31240289913419
2021-01-17,Jharkhand,Dhanbad,Jharia,23.77,86.42,424.97616571866985,2.1714913861337903,49.10748554408346,100.36044621197735,15.92259075768059,26.84039209049868,14.464540712932255,70.05786885924907,2.8852209079629767,4.2517497566263875,55,11563,20,9277.145882432438,45.67296073388887,5,733.7623824716869,90205.43528764929,0,45.83882935928749,2538.0333447565567,2.393868432001587,37.91079791484853
2021-05-06,Jharkhand,Dhanbad,Bhowra,23.75,86.43,381.2398066138124,1.99686864777006,67.9518687614769,36.264468284515786,23.94902124016495,15.901699239010899,32.02315372533921,59.913246431337775,2.648660936590316,0.09281556584269879,80,16167,24,11654.808270133453,6.748485076069642,9,1027.4495730095748,146680.0455260013,0,7.270334934713359,380.0758958106652,2.0334282757379363,43.57683007258759
2023-05-04,Jharkhand,Bokaro,Kargali,23.82,85.92,478.05065115751717,1.9579684644376358,0.01,119.46265344198672,21.568783909197098,16.76693898149466,21.092713675801345,50.07493381758533,1.8464662330160098,2.665914516140819,140,15220,20,9952.918511351561,14.83911089666653,13,851.9312354086419,148469.18232247356,0,16.21588775207284,885.4513103008517,1.6621426907081527,-5.973491083879383
2020-04-19,Jharkhand,Bokaro,Kathara,23.91,85.92,476.5553131009564,2.1006867386494674,32.858453500083066,124.09473497260161,15.459305735366398,20.044792096640208,28.992448594840038,65.61257387058156,4.010871182953977,7.283043911313732,140,18131,20,10413.87374431144,20.545065266022533,2,1221.9155867469337,192127.30262384843,0,21.97771773053511,1569.625571335377,1.2062731840369088,33.096560832916715
2021-12-18,Jharkhand,Ramgarh,Rajrappa,23.68,85.54,456.3466722205937,1.7909124104726069,75.76626304223261,101.64194696092673,18.5359763166615,26.867642055789872,43.6323569265583,49.46389892860216,2.1987021641961464,-0.6196015286042593,80,14078,24,11022.061620456783,25.16287039304571,10,642.2209956187745,140021.4376491039,0,25.02805317142272,1877.88574624334,0.785108398675157,35.38719855430034
2020-05-25,Odisha,Angul,Talcher,20.95,85.23,417.2882666697524,1.5432118766223006,14.228147885298277,214.95748780178948,4.599149453249588,14.118516189541886,28.50283035394665,62.6107504403902,2.4357629918348023,-2.2107959964515684,140,14478,20,9453.910447947057,4.93466933125726,17,496.8634860949084,141740.33053306324,0,5.039736567765645,357.4636792429646,2.2043601552845176,11.349370545338044
2023-09-02,Odisha,Angul,Bhubaneswari,20.94,85.19,431.59223717673734,2.1944455416709676,57.925335457174846,242.5298679112217,17.446147953746934,22.34728747392499,47.88620475101048,82.23811322551816,1.4779647067411223,1.6906764642293934,55,7818,24,6467.64069960964,15.117889735277268,0,443.07416527664947,67005.74297279291,0,16.078560562041375,950.8413560377955,0.9895267627159605,20.769679595134942
2023-02-08,Odisha,Jharsuguda,Lakhanpur,21.85,83.87,461.381512342962,2.1682298185071005,39.31304394449694,80.6097310335127,18.990965732871803,18.12259839104369,22.83401435037713,60.68971074793853,1.1088364829491575,-0.43992191488545984,80,9705,24,4806.7184214749805,19.68671800683986,5,529.0517820086028,88429.41624391246,0,20.60941773351107,1466.8671993376888,1.7468367221113736,32.53984705222619
2020-11-30,Odisha,Sundargarh,Basundhara,21.93,83.73,426.95318758736965,1.8532454482852,71.9820546205671,123.31470083132098,13.005683427959452,25.913453460794962,27.790244534578818,58.715047148970946,2.9122744537555354,1.2052472892084203,55,15445,16,12351.314732265762,19.251310294164753,9,964.8697070727874,158249.9014685825,0,20.488034790637993,1107.182188624988,2.294431906304402,65.7240337458186
2021-09-02,Chhattisgarh,Korba,Gevra,22.331,82.614,438.4720264006415,1.8658577538816263,36.26427844109781,111.21889004361174,19.107474690376463,27.45777509167382,23.460305307331225,52.54613909374703,2.7064345317160865,4.3356639575641305,80,12865,20,9114.189619180788,3.734035992290522,15,621.3047320875895,113330.55763207687,0,4.0136001346224575,209.46829429010967,2.499624578921382,35.48503165531996
2023-12-12,Chhattisgarh,Korba,Kusmunda,22.25,82.52,444.9951573205039,1.6101162109804634,40.9304106675412,57.802561920602315,26.978605656083673,37.44550345744381,23.233225517001767,41.023694287655175,2.7358385464686283,7.695750407341952,140,8787,16,4698.861639900953,30.098478231386302,3,358.36051883078113,93787.6775510066,0,29.930840980227703,1753.4565185804609,2.1935569327284696,33.78979246753754
2019-07-09,Chhattisgarh,Korba,Dipka,22.418,82.721,403.04297969177463,1.661262652654487,77.50275873428656,192.51174254941847,15.077494756779071,28.5215550566762,36.827097836060055,63.03649623584862,2.3066454658394484,4.325885205687882,55,16711,20,14756.05848192144,31.545563067276866,13,960.615103881171,157989.00909166283,0,33.75784518865362,2253.9119105454033,0.6466538373553096,49.393765429322904
2021-08-15,Chhattisgarh,Raigarh,Jampali,21.977,83.352,416.6911381620259,2.1587691989614157,56.65436007419257,105.02473950840371,6.308891579344021,10.03091667879459,30.172398339614674,51.67623519596502,3.066288527668063,-1.0580488482439243,80,9544,16,7077.683790509202,-4.200961310094835,18,529.056176617819,92569.08780229463,0,-4.4211153343165295,-237.69857347762684,0.3188290867025585,31.277946494431372
2020-11-17,Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,404.68837040794887,1.7784522238426,9.799973124128776,131.1949123709237,6.47717103739995,26.039749565171824,32.14734588884502,63.704715413712705,2.0938080913879196,7.108199716319901,55,9327,20,5277.845362313433,30.806686988787252,10,356.7407142268533,60687.75528471626,0,30.18334381636981,2057.4098451724517,1.4507055641661821,27.204849307599467
2021-08-15,Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,428.57273469095435,2.376354016412433,74.9680333830309,110.42523369141855,13.365272746447308,42.30923137623631,28.961279030986603,79.3159802835324,4.002035138088667,3.5464980229628504,200,11438,24,9280.948987036898,15.178462925123549,1,940.9913919627945,93223.72760751712,0,16.505571808281267,858.0870093257665,0.8212666174705606,34.62349324641871
2020-07-16,Jharkhand,Dhanbad,Jharia,23.77,86.42,463.080667679471,2.1059668228157364,72.5472951686238,65.73474690601506,14.433814176140782,28.989427861313164,29.784769014158854,64.84354621100732,2.406431463723422,4.63266265940371,55,15237,16,9912.273018925538,27.982470097596384,4,1144.019424930014,149816.52323754222,0,29.004019960070153,1636.8722211594602,1.437187759331995,40.669569517879886
2023-05-10,Jharkhand,Dhanbad,Bhowra,23.75,86.43,427.30892091910033,1.8299426848074418,77.60906258632696,81.78785096964727,18.751873640078948,9.446136123798354,26.86733137305027,61.160045045567664,2.4639962645691287,2.931781448974749,200,9469,24,8510.869366256324,7.995524827827345,6,631.4606665210687,67752.84335820607,0,8.242254350485245,595.8738594277073,2.1036326240119223,31.00468690186076
2022-06-21,Jharkhand,Bokaro,Kargali,23.82,85.92,469.8487332846707,1.7740405134184238,12.433288054887612,8.331038424452188,14.596711381475963,23.825836144847635,35.21669654402437,68.94409932479212,2.8031408572095264,3.3316249745192015,140,15550,20,11549.115240900257,16.052553279966546,6,835.657631349281,142384.95397543922,0,17.133329679285396,1175.2772381805153,1.6323229282397633,14.559869617517753
2021-04-11,Jharkhand,Bokaro,Kathara,23.91,85.92,412.9095715111141,2.1183561549568024,21.82193931500244,0.01,12.637363953314445,24.582424459724614,28.948943914902966,70.47074236568898,3.0463240685618462,5.028063376780549,55,8756,16,4977.299708020542,20.20052616597853,14,500.0800534476896,68745.65762858996,0,20.995660819475656,1111.136044400679,2.001230690669554,15.705967898104038
2023-03-09,Jharkhand,Ramgarh,Rajrappa,23.68,85.54,408.4614639371177,2.100683892700486,31.865607975104815,69.6135285310962,10.330197579832646,37.18632334154212,28.091303620638666,58.669736670360145,2.522996150909264,8.334593069844873,80,7928,16,4916.057383010473,19.178563221075176,16,463.50079847030435,53789.230985478476,0,20.429984108242678,1315.1021695918416,1.0135201924411321,31.75278672133692
2022-02-28,Odisha,Angul,Talcher,20.95,85.23,407.1982050847429,2.3734387545653215,36.459031709731825,149.10577422476192,14.993657691401795,52.05303121360493,29.609311256171946,54.304271701128336,3.047654558829144,6.175170773681193,55,15324,16,9456.827612334497,22.653696077167215,1,1050.39582609642,144158.6811478118,0,23.3144171757844,1523.0094456140232,1.3015632804914294,29.650820267213046
2023-02-17,Odisha,Angul,Bhubaneswari,20.94,85.19,367.1341549436803,2.34873811334906,24.265295532712496,9.693170478398358,10.328484113447391,12.071908918115302,23.76650576786218,61.53598026228375,3.16344477283297,3.6410593916449994,200,11103,24,7585.868593064235,18.066876144288806,28,673.1005533655302,66459.05697088025,0,19.860867159228032,1185.2538522302002,1.2633532535248075,35.36422864683387
2020-10-08,Odisha,Jharsuguda,Lakhanpur,21.85,83.87,423.0560766763783,1.912687167997013,66.94986772819168,89.33353300356845,6.2918377935448735,34.82300379545694,23.85916954629498,48.319019640211835,4.070033711001231,3.628490229687322,80,10123,20,5861.812604327617,23.72894600471491,13,458.7603868399828,95507.96429820398,0,23.976552021351374,1475.7423472030541,0.9724961346880541,40.38467665220913
2019-01-21,Odisha,Sundargarh,Basundhara,21.93,83.73,415.4317267517889,2.2503408038087924,45.01196339322699,73.38422544696016,14.946905831863472,13.057326784253936,27.41108131632708,65.14916809421759,2.7369706153447138,8.368959777663228,140,21649,20,17323.235299557848,21.512513133744235,17,1577.1800946082208,152984.92984026967,0,23.512121551149736,1245.93225718367,0.9076079149342732,47.940012227223974
2021-04-20,Chhattisgarh,Korba,Gevra,22.331,82.614,428.7850761987933,2.009690362796288,28.000232259372453,152.4727150593716,26.508277527386095,15.92088304571794,25.621686946467335,64.0108971641852,3.1504843483970717,2.4094518870736996,140,15701,16,11524.640867055106,10.983714317940105,6,1000.1632044339324,145381.85153146737,0,11.66960154323745,616.6614645607061,2.754545943621861,30.894083785913907
2019-06-16,Chhattisgarh,Korba,Kusmunda,22.25,82.52,453.2059945817209,1.774831518700978,27.46660793766329,168.54455310230884,13.73383126693063,39.78467355453808,23.29941455113618,60.28788131559527,1.954310910609233,4.223560580555415,55,4937,16,4036.6654265753987,7.860323439310563,16,321.38344023923366,46406.514080971734,0,8.012736351354828,519.1160613960677,2.4439307283405594,38.60313560493793
2022-07-21,Chhattisgarh,Korba,Dipka,22.418,82.721,457.1010251709072,1.242228454986048,56.37502888762803,90.26247203952255,7.494537478329745,27.22732161638273,26.957368935701954,67.61255145563794,2.639606132513818,0.6134012579552737,80,9996,16,5959.231965150171,17.78332076078886,1,428.51248766246084,89786.86582749286,0,17.644608614607343,1082.6239860448734,0.4026842848368932,24.31030685192758
2020-01-23,Chhattisgarh,Raigarh,Jampali,21.977,83.352,425.7634123748838,2.1858518669220253,92.0617036273976,130.1261669662494,14.839962455818608,20.56526892746457,25.36403364956292,69.17927618365914,2.3795872675558445,3.680696169064275,55,10896,24,5549.867262569235,-5.65694064287859,14,691.846815175185,96982.44821332427,0,-6.126150733428439,-393.5071698079706,2.524172218173969,44.712121179012165
2020-08-23,Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,379.917068657782,2.0034463901697523,48.95845988505182,96.67968214217186,13.198927262693957,27.436804450177313,30.532333944726954,65.15752623311893,2.44762003834921,5.429692271955044,80,5546,16,2835.188061959051,29.027818487395518,0,269.3003892862897,45005.16457535478,0,28.158499205894348,2111.1817935676604,1.2040716244342822,25.35844748157617
2019-11-12,Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,364.8732612522448,1.6763851782936021,20.551085209380258,120.39280569089685,16.000454074356277,25.43944434059803,25.321846319788353,56.071677271466285,3.101232024328346,4.88102351002577,140,9630,16,7025.385969155078,2.853023291807599,14,477.3528802031581,71536.20695297583,0,2.8725834332943005,216.44562035393267,1.8921452139925932,28.8926553925624
2019-01-14,Jharkhand,Dhanbad,Jharia,23.77,86.42,393.8808281457704,1.9447032743422343,0.01,103.9062193190605,8.583868437067563,29.391775791354842,16.40533631001282,54.339874964031765,3.2765809753644284,2.0357339153783993,80,10204,16,6299.7254277881575,2.157894277130236,6,750.4697087599792,65569.9244312614,0,2.276876092118366,139.70248638507263,1.3512916511416828,1.353874251098393
2019-08-30,Jharkhand,Dhanbad,Bhowra,23.75,86.43,495.8373902973568,1.8718726938497297,50.21927125301711,84.53578986696236,10.300198640867276,18.15170096567367,32.20880573430545,42.65960398284827,2.8548759809698683,-2.7903767521657885,80,12121,24,10632.96228239302,13.347846293119357,2,796.4923205411128,112979.39136064424,0,13.684581879356738,771.7734394070206,1.7340679051453036,25.70691591278473
2021-02-15,Jharkhand,Bokaro,Kargali,23.82,85.92,452.4108640469019,2.088793503040875,92.21955591908173,156.41742748046192,8.234662186603769,31.303690609091916,34.91615171461099,74.51322458362951,2.056210496476485,1.3317193524624793,200,15826,16,12618.15575877249,18.106816361122007,11,983.4326354888094,120612.07676517688,0,19.197379107283872,1202.683475880989,1.401050149279181,46.877709126028336
2022-10-01,Jharkhand,Bokaro,Kathara,23.91,85.92,382.26501689511656,1.7402092529288045,25.46910926105889,92.37285967025655,7.720977625237145,34.221220058189395,20.187770658933644,61.26023358788999,4.000134528465522,5.971418469643597,80,12848,20,9635.393167897531,21.364869853996915,8,478.7228425053615,92278.29962459776,0,22.72867612708347,1212.7120848873158,1.780598157638125,17.476525099572832
